Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,IF_Outlier,DBSCAN_Outlier,OCSVM_Outlier,Hard_Voting_Outlier,Soft_Vote_Outlier,Soft_Voting_Outlier
833,0.2971840265659398,1,0,0,6,0,0,0.6721616361511814,0.4812329213873661,-0.5187736347042132,1.041174944102446,0.4417457622661657,-1.044434635054495,-1.3431125810878162,0.6635053696914925,2.1281042430209625,1.015873215512781,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,-1,-1,-1,-1
840,0.2971840265659398,1,0,0,6,0,0,0.617168930881112,0.4812329213873661,-0.5187736347042132,0.7304422392551391,0.7579333358320558,-1.0375325227860712,-1.3361134862854058,0.54468002957448,2.286533042407435,1.1971494147466264,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
845,0.2971840265659398,1,0,0,6,0,0,0.579390010625848,0.4812329213873661,-0.5187736347042132,0.1949869676729408,1.0846604951834753,-1.0306304105176474,-1.3291143914829957,0.4101459267217275,2.347477591512125,1.3434325213603515,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
851,0.2971840265659398,1,0,0,6,0,0,0.7234402174760323,0.4812329213873661,-0.5187736347042132,0.1949869676729408,1.2111355246098314,-1.0237282982492235,-1.3221152966805854,0.3076102494392903,2.179324153528985,1.3876604821111975,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,-1,-1,-1,-1
857,0.2971840265659398,1,0,0,6,0,0,0.6687666649109493,0.4812329213873661,-0.5187736347042132,0.184446509570929,1.3692293113927765,-1.0168261859808,-1.315116201878175,0.1956540899401813,2.0013340366194674,1.4332542597488116,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,1,-1,1,-1
863,0.2971840265659398,1,0,0,6,0,0,0.5374757738796988,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.2849126251085394,-1.009924073712376,-1.308117107075765,0.0965265762017359,1.9453811729670003,1.4631791745071665,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
875,0.2971840265659398,1,0,0,6,0,0,3.082487156996998,0.4812329213873661,4.04995397379758,1.1267634638907815,1.158437595682183,-0.9892177369071046,-1.287119822668534,1.0359376151722526,1.7632996974334003,1.0777678138105762,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,-1,-1,-1,-1
880,0.2971840265659398,1,0,0,6,0,0,1.484327452538274,0.4812329213873661,-0.0138979276955313,1.1267634638907815,0.9792646373281788,-0.9823156246386808,-1.2801207278661235,0.7984414561427899,1.5524573537582855,0.9960825167116268,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,-1,-1,-1,-1
984,0.2971840265659398,1,0,0,5,0,0,0.8091118641273061,0.4812329213873661,-0.2414895357762166,1.2443949763092332,0.4733645196227544,-0.9547071755649856,-1.2521243486564826,0.940693428575212,0.8306703716773604,0.6093278672341753,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,1,1,1,-1
1037,0.2971840265659398,1,0,0,5,0,0,1.000001264957889,0.4812329213873661,0.5158240247368062,-0.0406976754880424,0.9160271226150009,-0.9478050632965616,-1.2451252538540722,0.9046978075968276,0.9000036228288208,0.6299463729950191,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,1,1,1,-1
1053,0.2971840265659398,1,0,0,5,0,0,0.8578969518902527,0.4812329213873661,0.5158240247368062,-0.2548797841209218,0.8317104363307635,-0.940902951028138,-1.238126159051662,0.7283509215705211,0.9443044461989912,0.6623519228989159,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,0,1,1,1,-1
1058,0.2971840265659398,1,0,0,5,0,0,0.5212171897579794,0.4812329213873661,-0.5187736347042132,-0.2548797841209218,1.0530417378268864,-0.934000838759714,-1.2311270642492518,0.5938940793200498,0.9399220137286568,0.7248705658795006,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1064,0.2971840265659398,1,0,0,5,0,0,0.4060976752270903,0.4812329213873661,-0.5187736347042132,-0.2548797841209218,1.1689771814677128,-0.9270987264912902,-1.2241279694468414,0.3871369527036869,0.9283554475123232,0.7843980173932288,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1071,0.2971840265659398,1,0,0,5,0,0,0.2886678142339087,0.4812329213873661,-0.5187736347042132,-0.2548797841209218,1.1795167672532427,-0.9201966142228664,-1.217128874644431,0.2770861464708858,0.8842609169554088,0.8521414449072846,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1076,0.2971840265659398,1,0,0,5,0,0,0.2747368801866753,0.4812329213873661,-0.5187736347042132,-0.3725112965393732,1.1478980098966536,-0.9132945019544426,-1.210129779842021,0.1640779626607264,0.8545361939637535,0.9077710496237942,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1083,0.2971840265659398,1,0,0,5,0,0,0.2592691259840059,0.4812329213873661,-0.5187736347042132,-0.3725112965393732,1.1689771814677128,-0.9063923896860188,-1.2031306850396106,0.1233253237868323,0.798482301505392,0.9770102949225012,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
934,0.2971840265659398,1,0,0,5,0,0,0.1987362916973379,0.4812329213873661,-0.4939273892805576,-0.8008755138051318,1.2849126251085394,-0.899490277417595,-1.1961315902372005,0.1226021030754587,0.7582471945395156,1.0330862629703768,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
938,0.2971840265659398,1,0,0,5,0,0,-0.0026561291405001,0.4812329213873661,-0.4939273892805576,-0.8008755138051318,0.8422500221162929,-0.8925881651491712,-1.1891324954347902,0.0899333103236897,0.7226109773407495,1.083130229729415,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
942,0.2971840265659398,1,0,0,5,0,0,-0.0671427654334224,0.4812329213873661,-0.5187736347042132,-0.8008755138051318,0.8106312647597042,-0.8856860528807474,-1.1821334006323798,-0.1178758347154065,0.6339069927322423,0.9746824713913964,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
948,0.2971840265659398,1,0,0,5,0,0,-0.0722282701276436,0.4812329213873661,-0.5187736347042132,-0.8008755138051318,0.9898042231137084,-0.8787839406123236,-1.1751343058299697,-0.2547660826894176,0.543004091522265,0.8785143879280994,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
952,0.2971840265659398,1,0,0,5,0,0,-0.1070128177776486,0.4812329213873661,-0.5187736347042132,-0.8008755138051318,1.3270709682506578,-0.8718818283438997,-1.1681352110275594,-0.4110901367016962,0.4494821417253287,0.8166587495267197,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
957,0.2971840265659398,1,0,0,5,0,0,-0.1310074425842068,0.4812329213873661,-0.5187736347042132,-0.8008755138051318,1.4640855834625437,-0.864979716075476,-1.161136116225149,-0.5587819715539858,0.3597767244791233,0.7801299102747405,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
960,0.2971840265659398,1,0,0,5,0,0,-0.1369004667357787,0.4812329213873661,-0.5187736347042132,-0.8008755138051318,1.611639784459959,-0.8580776038070521,-1.1541370214227389,-0.6811252628782418,0.2788036766277879,0.7603711061038123,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
968,0.2971840265659398,1,0,0,5,0,0,-0.1670879455755159,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.6221793702454887,-0.8511754915386283,-1.1471379266203283,-0.7689838634904081,0.2083872149484916,0.7521679687014746,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
972,0.2971840265659398,1,0,0,5,0,0,-0.178373340136172,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.6221793702454887,-0.8442733792702045,-1.1401388318179182,-0.8254899986413523,0.1469683232795393,0.7517229780503971,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
977,0.2971840265659398,1,0,0,5,0,0,-0.1761428433628452,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.7802731570284338,-0.8373712670017807,-1.133139737015508,-0.8377174178342325,0.1958587189735934,0.713818551657834,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
991,0.2971840265659398,1,0,0,5,0,0,-0.1689438225856392,0.4812329213873661,1.9807586549155407,0.248954113155241,1.2849126251085394,-0.8304691547333569,-1.1261406422130975,-0.1942909630552976,0.0432492404095856,0.5150472191671659,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
996,0.2971840265659398,1,0,0,5,0,0,-0.2622229075406686,0.4812329213873661,3.34432060376576,0.8274144537936473,1.0108833946847675,-0.8235670424649331,-1.1191415474106874,0.4491354858353207,-0.0594012626285077,0.3150997822801504,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1000,0.2971840265659398,1,0,0,5,0,0,-0.1612223634347262,0.4812329213873661,1.4510367024832032,1.0846016314827347,1.0108833946847675,-0.8166649301965092,-1.112142452608277,0.4577229714539997,-0.1466923070240867,0.163075763344588,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1005,0.2971840265659398,1,0,0,5,0,0,-0.03789969878077,0.4812329213873661,0.5168178745537524,1.266740747485498,1.0530417378268864,-0.8097628179280855,-1.105143357805867,0.4750524521192851,-0.2300188948322554,0.0470613471555147,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1010,0.2971840265659398,1,0,0,5,0,0,-0.1547868665819266,0.4812329213873661,-0.0387441731191869,1.288243282013602,0.4417457622661657,-0.8028607056596616,-1.0981442630034566,0.2329131434609766,-0.3093174980310144,-0.0421361446854074,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1014,0.2971840265659398,1,0,0,5,0,0,-0.1744711149299613,0.4812329213873661,-0.4680872940399558,1.288243282013602,0.5471416201214624,-0.7959585933912378,-1.0911451682010462,-0.0011423308518397,-0.3745584665144355,-0.1108924083874132,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1020,0.2971840265659398,1,0,0,5,0,0,-0.1929117189570469,0.4812329213873661,-0.5187736347042132,1.288243282013602,0.6841562353333478,-0.789056481122814,-1.084146073398636,-0.1432241014925596,-0.426295533623364,-0.1694997603785448,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1025,0.2971840265659398,1,0,0,5,0,0,-0.1707758403848877,0.4812329213873661,-0.3925547079520428,0.2814187241094374,0.5682207916925216,-0.7821543688543902,-1.0771469785962258,-0.0758109550426951,-0.4750168292734054,-0.2164933489265348,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1028,0.2971840265659398,1,0,0,5,0,0,-0.2118792294212762,0.4812329213873661,-0.3925547079520428,-0.2970416165289689,0.1466373602713348,-0.7752522565859663,-1.0701478837938154,0.1382173299017997,-0.510555251820124,-0.2605713645423689,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1034,0.2971840265659398,1,0,0,5,0,0,-0.1959477186097884,0.4812329213873661,0.6171967060653211,-0.0723190497940778,0.3679686617674578,-0.7683501443175426,-1.0631487889914053,0.3930633019538138,-0.5433041396699363,-0.2956039419072502,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1043,0.2971840265659398,1,0,0,5,0,0,-0.1999516158092142,0.4812329213873661,0.6171967060653211,-0.2544581657968413,0.5260624485504027,-0.7614480320491187,-1.056149694188995,0.2056752098929739,-0.5722110837602181,-0.3227757848558027,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1049,0.2971840265659398,1,0,0,5,0,0,-0.2165174346167823,0.4812329213873661,-0.5187736347042132,-0.2759607003249454,0.6841562353333478,-0.754545919780695,-1.0491505993865846,0.3205986216764006,-0.5891926245644488,-0.3446181965853835,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1088,0.2971840265659398,1,0,0,1,0,0,-0.196530545585904,0.4812329213873661,0.4154451932252375,0.1203605243106974,0.7895520931886445,-0.7476438075122711,-1.0421515045841745,0.4441989861611257,-0.6054615734710045,-0.3649979770949277,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1138,0.2971840265659398,1,0,0,1,0,0,-0.1798298352834677,0.4812329213873661,0.4154451932252375,0.1203605243106974,0.5576812059069918,-0.7407416952438473,-1.035152409781764,0.4540580596407254,-0.6219071687805499,-0.3829007560243985,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1185,0.2971840265659398,1,0,0,1,0,0,-0.2117414844665222,0.4812329213873661,-0.0894305137834443,0.248954113155241,0.747393750046526,-0.7338395829754235,-1.0281533149793538,0.2559679992420674,-0.6364905075033901,-0.3965408781835843,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1194,0.2971840265659398,1,0,0,1,0,0,-0.2475656895518438,0.4812329213873661,-0.0894305137834443,0.248954113155241,0.494443691193814,-0.7269374707069997,-1.0211542201769437,0.0229099351037146,-0.6529539676627584,-0.4075941439666903,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1197,0.2971840265659398,1,0,0,1,0,0,-0.2500831526753516,0.4812329213873661,-0.5187736347042132,-0.2329556312687372,0.3363499044108687,-0.7200353584385758,-1.0141551253745331,-0.033845976549642,-0.6702337436539021,-0.4175757905471511,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1201,0.2971840265659398,1,0,0,1,0,0,-0.2264732338220164,0.4812329213873661,-0.5187736347042132,-0.2329556312687372,0.8317104363307635,-0.7131332461701521,-1.007156030572123,-0.07601020390025,-0.6779873964916677,-0.4267180431313722,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1206,0.2971840265659398,1,0,0,1,0,0,-0.2468310248182426,0.4812329213873661,-0.2156494405356148,-0.1043620424241936,0.9371062941860602,-0.7062311339017282,-1.0001569357697129,0.4660345070029208,-0.6804921716426909,-0.4365234214136471,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1210,0.2971840265659398,1,0,0,1,0,0,-0.2314065825217157,0.4812329213873661,3.419853189853674,1.0415965624265269,0.7684729216175853,-0.6993290216333045,-0.9931578409673024,1.1064179268627268,-0.6842024391384409,-0.4444268300377593,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1215,0.2971840265659398,1,0,0,1,0,0,-0.2512468900078156,0.4812329213873661,3.116728995685075,1.0415965624265269,0.7684729216175853,-0.6924269093648806,-0.9861587461648922,0.8042911395106137,-0.6896137175505124,-0.4496450741533863,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1091,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,0.8594574464237633,0.8317104363307635,-0.6855247970964568,-0.979159651362482,0.5802695922392235,-0.6951244846952178,-0.4530493212681449,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1095,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,0.8594574464237633,0.7157749926899369,-0.678622684828033,-0.9721605565600716,0.3502235080381818,-0.7029201045293344,-0.4565249073849407,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1100,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,0.8594574464237633,0.7579333358320558,-0.6717205725596092,-0.9651614617576614,0.8529330097542529,-0.705094148947646,-0.461824018518723,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1108,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,4.3779244133898345,2.8081773403237005,0.2204144607700424,-0.6579163480227616,-0.9511632721528408,0.7973691112511075,-0.7175734395818685,-0.4687814081865613,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,-1
1113,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,1.2658975108373374,0.29419156126875,-0.6510142357543377,-0.9441641773504306,0.7059641070858231,-0.7237694623238734,-0.4710448368629691,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1119,0.2971840265659398,1,0,0,1,0,0,-0.2287113738315919,0.4812329213873661,-0.5187736347042132,1.2658975108373374,0.5366020343359326,-0.644112123485914,-0.9371650825480204,0.5522927514843897,-0.7270120095703823,-0.4723915977175009,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1123,0.2971840265659398,1,0,0,1,0,0,-0.2447895010169777,0.4812329213873661,-0.5187736347042132,1.2658975108373374,0.62091872062017,-0.6372100112174901,-0.93016598774561,0.4471938487620433,-0.7300769863699451,-0.4732173052838084,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1128,0.2971840265659398,1,0,0,1,0,0,-0.2307048416284611,0.4812329213873661,-0.5187736347042132,1.2658975108373374,0.7052354069044074,-0.6303078989490662,-0.9231668929431998,0.331622427735342,-0.7315140287294014,-0.4742895300806983,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1132,0.2971840265659398,1,0,0,1,0,0,-0.2435168516582851,0.4812329213873661,-0.5187736347042132,1.2658975108373374,0.7895520931886445,-0.6234057866806425,-0.9161677981407896,0.2494183422368582,-0.7340904942907052,-0.4754011992493994,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1141,0.2971840265659398,1,0,0,1,0,0,-0.2515493927785809,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.9265667084005303,-0.6165036744122186,-0.9091687033383792,0.1719468675615232,-0.7359344240056094,-0.4762950563547214,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1147,0.2971840265659398,1,0,0,1,0,0,-0.2495267580868702,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,1.1057396667545347,-0.6096015621437948,-0.902169608535969,0.0717551348083212,-0.7332064922391266,-0.4762963079161607,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1152,0.2971840265659398,1,0,0,1,0,0,-0.2203125598940628,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.8949479510439412,-0.602699449875371,-0.8951705137335587,0.0204649293964477,-0.7182395982707366,-0.4780540653981621,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1157,0.2971840265659398,1,0,0,1,0,0,-0.2367656650348678,0.4812329213873661,1.4500428526662568,0.0238099280962695,0.8317104363307635,-0.5957973376069472,-0.8881714189311484,0.3287603231207849,-0.7198111660295055,-0.4795483086377771,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1161,0.2971840265659398,1,0,0,1,0,0,-0.2419264478152295,0.4812329213873661,1.4500428526662568,0.0238099280962695,0.747393750046526,-0.5888952253385235,-0.8811723241287381,0.5203872612151796,-0.7233161417596188,-0.480873389218345,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1167,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,0.0238099280962695,1.232214696180891,-0.5750910008016757,-0.8671741345239176,0.2177121008252031,-0.7271737942664072,-0.4822782871203774,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1170,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,0.0238099280962695,1.4957043408191328,-0.568188888533252,-0.8601750397215073,0.1303815526702689,-0.7255857477237501,-0.4820344748774217,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1176,0.2971840265659398,1,0,0,1,0,0,-0.2343477615816703,0.4812329213873661,-0.4432410486163002,0.0558529207263853,1.232214696180891,-0.5612867762648281,-0.853175944919097,0.2891549697441076,-0.7199784949892686,-0.4822672653051221,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1180,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.1152706090240462,0.1949869676729408,1.1478980098966536,-0.5543846639964043,-0.8461768501166868,0.2274369854575059,-0.7216995268579777,-0.4823433683152184,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1187,0.2971840265659398,1,0,0,1,0,0,-0.2622229075406686,0.4812329213873661,-0.1908031951119592,-0.6402389323304724,1.2743730393230095,-0.5474825517279805,-0.8391777553142765,0.0883573200471376,-0.7227356881477025,-0.4822042027577637,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1190,0.2971840265659398,1,0,0,1,0,0,-0.2791415941676302,0.4812329213873661,-0.5187736347042132,-0.6402389323304724,1.074120909397946,-0.5405804394595567,-0.8321786605118662,-0.0111762520049487,-0.7256733008886146,-0.482737367930884,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1220,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.6402389323304724,1.1162792525400644,-0.533678327191133,-0.8251795657094559,-0.072325530896422,-0.726643316031797,-0.4829293816794347,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1278,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.6402389323304724,0.747393750046526,-0.5267762149227091,-0.8181804709070457,-0.1380976329477923,-0.7111834446126921,-0.4801143373919151,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1329,0.2971840265659398,1,0,0,11,0,0,-0.2505259584452203,0.4812329213873661,-0.5187736347042132,-0.6402389323304724,0.5155228627648732,-0.5198741026542852,-0.8111813761046354,-0.2359006935187646,-0.6973294075824042,-0.4772174167624987,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1338,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.6722819249605881,0.6630770637622886,-0.5129719903858615,-0.8041822813022251,-0.2720508357017103,-0.6839044349625168,-0.4739259716690711,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1344,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.4839041054082842,-0.5060698781174376,-0.7971831864998149,-0.3308561759522641,-0.6721103999255938,-0.4708384503443419,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1348,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.4312061764806358,-0.4991677658490138,-0.7901840916974046,-0.3637645937486041,-0.6605878028008499,-0.4674107869187845,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1352,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.905487536829471,-0.49226565358059,-0.7831849968949943,-0.4182314576485085,-0.6484421690385344,-0.4630910024247401,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1357,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.8633291936873525,-0.4853635413121662,-0.776185902092584,-0.4281352705577342,-0.637109000924843,-0.4587455811076658,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1361,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.8844083652584118,-0.4784614290437424,-0.7691868072901737,-0.1819662394303853,-0.6222037098868765,-0.4556474013242282,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1223,0.2971840265659398,1,0,0,11,0,0,-0.2802103211026495,0.4812329213873661,0.3399126071373246,-0.4471377399016166,1.611639784459959,-0.4715593167753186,-0.7621877124877635,0.0466537298168568,-0.604849240342594,-0.4493528547437963,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1228,0.2971840265659398,1,0,0,11,0,0,-0.243044451424,0.4812329213873661,0.3399126071373246,-0.4471377399016166,1.348150139821717,-0.4646572045068948,-0.7551886176853532,-0.0661348786667987,-0.5914095600230678,-0.4425842893614862,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1235,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.4471377399016166,0.8317104363307635,-0.4577550922384709,-0.7481895228829429,-0.163389566199907,-0.5810199947961397,-0.4372698768797852,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1241,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.4471377399016166,-0.0641543554392586,-0.4508529799700471,-0.7411904280805327,-0.2862120958366723,-0.5736003068449331,-0.433801436775078,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1246,0.2971840265659398,1,0,0,11,0,0,-0.2862320883912929,0.4812329213873661,-0.5187736347042132,-0.4471377399016166,-0.1273918701524368,-0.4439508677016233,-0.7341913332781224,-0.3432421969531187,-0.566657117560553,-0.4301459084216779,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1251,0.2971840265659398,1,0,0,11,0,0,-0.2311247505876534,0.4812329213873661,-0.5187736347042132,-0.4471377399016166,-0.085233527010318,-0.4370487554331995,-0.7271922384757121,-0.3583822601820468,-0.5597398015069508,-0.4274792347241337,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1256,0.2971840265659398,1,0,0,11,0,0,-0.2524589100850527,0.4812329213873661,-0.0894305137834443,-0.2649986238988531,0.041241502416038,-0.4301466431647757,-0.7201931436733019,-0.2437980860953353,-0.5535713460763104,-0.4242386595472692,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1264,0.2971840265659398,1,0,0,11,0,0,-0.2489675068434929,0.4812329213873661,-0.0894305137834443,-0.6292768559043801,-0.0746939412247884,-0.4232445308963519,-0.7131940488708916,-0.2869149900790973,-0.5478137051879324,-0.4207643653648623,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1268,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.6292768559043801,0.4628249338372249,-0.4163424186279281,-0.7061949540684813,-0.385835129083062,-0.5415002518598073,-0.4159924442076516,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1273,0.2971840265659398,1,0,0,11,0,0,-0.251354145403824,0.4812329213873661,-0.5187736347042132,-0.6292768559043801,0.6525374779767591,-0.4094403063595043,-0.699195859266071,-0.3765244227530094,-0.5342932480258883,-0.4114726117480755,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
1283,0.2971840265659398,1,0,0,11,0,0,-0.2622229075406686,0.4812329213873661,-0.2911820266235279,-0.5327262596899522,0.9160271226150009,-0.4025381940910804,-0.6921967644636607,-0.3398706410735104,-0.5271782635692893,-0.4065672176193113,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,0,1,1,1,1
