Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,outlier_naive_bayes
,2014.0,,,,,,,,170.0,0.0,22.86,20.1,36.0,368.0,0.626292839,5.33587,17.958989,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,8.89,24.6,37.0,369.0,0.616441217,4.95368,17.176061,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,8.89,24.7,38.0,370.0,0.606918008,4.723172,16.76598,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,6.6,20.6,39.0,0.0,0.59399689,10.828524,21.636365,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,32.77,18.1,41.0,2.0,0.678664176,19.800914,28.099245,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,6.1,38.87,18.5,42.0,3.0,0.709982269,,32.227783,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,8.13,40.9,22.5,43.0,4.0,0.704298337,,37.335041,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,2.03,40.9,20.3,44.0,5.0,0.726626151,,39.540176,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,21.7,45.0,6.0,0.740058588,,41.642658,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,20.8,46.0,7.0,0.725189582,,43.213804,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,48.77,20.6,47.0,8.0,0.70479703,,44.750186,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,48.77,22.4,48.0,9.0,0.676557968,,44.7737,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,42.67,22.8,49.0,10.0,0.660369725,,43.071873,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,24.8,50.0,11.0,0.677889361,,41.783876,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,24.8,51.0,12.0,0.672666852,,40.70332,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,1.27,48.27,22.0,52.0,13.0,0.699365419,,38.987035,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,52.84,19.6,53.0,14.0,0.68614607,,36.623795,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,52.84,16.3,54.0,15.0,0.700206758,,33.963877,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,9.65,,18.0,55.0,16.0,0.687047524,,31.787109,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,9.65,,17.9,56.0,17.0,0.653586269,20.772523,29.328339,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,31.75,21.2,57.0,18.0,0.633785265,17.120368,27.112751,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,31.75,23.6,58.0,19.0,0.688598029,14.411319,24.752696,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,20.7,59.0,20.0,0.719952313,15.452701,24.704249,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,18.7,60.0,21.0,0.717288157,16.341333,24.659657,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,17.8,61.0,22.0,0.691617146,16.937461,24.812406,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,53.08,19.1,62.0,23.0,0.661400687,17.563569,25.228006,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,53.08,21.5,63.0,24.0,0.641622225,18.030503,25.841153,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,2.54,11.68,15.3,67.0,28.0,0.660589654,16.390213,24.809228,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,1.27,11.68,16.7,68.0,29.0,0.648020378,13.830229,23.737553,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,11.68,17.5,69.0,30.0,0.619566309,10.798296,22.260729,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,11.68,19.4,70.0,31.0,0.590480917,8.559542,21.024913,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,11.68,21.0,71.0,32.0,0.572418819,6.898738,19.985795,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,2.54,22.1,72.0,33.0,0.56364626,5.699028,19.096627,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,1.27,23.3,73.0,34.0,0.531220601,5.507912,18.770025,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,0.0,20.4,74.0,35.0,0.514144166,5.482529,18.493786,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,0.76,17.9,75.0,36.0,0.489487057,4.700849,17.833544,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,0.76,16.6,76.0,37.0,0.474260325,4.179188,17.320979,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,0.76,19.9,77.0,38.0,0.469281927,4.197632,17.114098,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,0.25,20.8,87.0,48.0,0.402357217,2.860033,15.237825,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,1.01,19.7,88.0,49.0,0.407153944,2.637696,15.117411,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,1.01,19.0,89.0,50.0,0.401680552,2.463194,15.003806,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,1.01,20.1,90.0,51.0,0.383715112,2.557527,14.940563,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.51,1.27,19.8,91.0,52.0,0.378674562,2.433817,14.854448,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.51,1.27,21.4,92.0,53.0,0.36443248,2.46757,14.804479,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,1.27,21.4,93.0,54.0,0.361661744,2.599863,14.770752,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,1.27,2.54,17.5,94.0,55.0,0.356913068,2.579702,14.719329,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,2.29,2.8,18.0,95.0,56.0,0.354294955,2.482986,14.648867,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,1.02,2.8,15.7,96.0,57.0,0.357913363,2.419448,14.576174,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,2.8,14.6,97.0,58.0,0.344314376,2.392972,14.512783,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,2.29,19.0,98.0,59.0,0.346385121,2.399061,14.470028,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,2.29,20.6,99.0,60.0,0.353632857,2.547118,14.462493,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,1.78,4.07,20.7,100.0,61.0,0.366144768,2.553144,14.435561,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,7.62,8.64,20.2,101.0,62.0,0.417430108,2.553359,14.263003,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,44.96,21.8,102.0,63.0,0.518737117,2.449473,14.095584,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,44.96,22.0,103.0,64.0,0.55475902,2.395004,13.941841,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,6.1,51.06,23.0,104.0,65.0,0.60984959,2.353516,13.818726,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,12.95,19.05,19.2,109.0,70.0,0.604323302,2.232999,13.351894,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,3.81,19.05,17.9,110.0,71.0,0.581418569,2.155068,13.283217,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,12.95,19.6,111.0,72.0,0.551558733,2.092332,13.220205,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.51,13.46,23.1,112.0,73.0,0.54541881,2.095175,13.155136,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,5.84,19.3,22.5,114.0,75.0,0.5450022,2.111085,13.037407,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,7.37,17.02,21.8,115.0,76.0,0.546070085,2.079115,12.979757,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,7.11,13.46,20.3,116.0,77.0,0.533185426,2.065166,12.940843,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.25,13.46,21.0,117.0,78.0,0.521588094,2.068673,12.900657,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,3.05,16.51,24.4,118.0,79.0,0.54409583,2.134033,12.82532,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,31.75,18.4,119.0,80.0,0.586232326,2.077497,12.762619,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,26.42,16.4,120.0,81.0,0.596568692,2.021641,12.71088,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,19.05,18.6,122.0,83.0,0.54140085,2.207709,12.715691,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,18.8,20.1,123.0,84.0,0.582730344,2.482277,12.71744,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,43.18,12.0,124.0,85.0,0.638424558,2.683433,12.719196,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,40.13,10.7,125.0,86.0,0.621121363,2.860529,12.727348,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,25.14,10.5,126.0,87.0,0.662123635,3.025665,12.737456,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,6.35,30.73,10.7,127.0,88.0,0.638522317,3.184792,12.757455,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,5.59,30.73,10.5,128.0,89.0,0.620077907,3.330152,12.781493,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.25,30.98,12.4,129.0,90.0,0.612917814,3.472661,12.817415,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.25,30.98,10.4,130.0,91.0,0.59176205,3.607943,12.860254,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,6.6,12.2,131.0,92.0,0.577990954,3.744023,12.913996,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,6.6,13.4,132.0,93.0,0.57127641,3.887172,12.98491,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,5.84,18.1,133.0,94.0,0.552691752,4.038246,13.077363,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,1.01,14.9,134.0,95.0,0.600406083,4.189833,13.123241,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,7.87,14.7,137.0,98.0,0.581536364,4.570647,13.328578,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,7.87,16.3,138.0,99.0,0.569125235,4.698921,13.429697,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,7.87,15.8,139.0,100.0,0.559859863,4.823246,13.541409,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,7.87,16.1,140.0,101.0,0.552529334,4.93919,13.654886,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,7.11,16.1,141.0,102.0,0.545515769,5.053028,13.777274,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,0.0,17.1,142.0,103.0,0.544798671,5.162546,13.901581,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,0.76,11.3,143.0,104.0,0.555721048,5.255177,13.980623,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,2.03,2.79,16.1,145.0,106.0,0.572060648,5.513754,14.10598,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,13.21,16.0,14.9,146.0,107.0,0.674062306,5.685257,14.101483,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,8.1,148.0,109.0,0.726891499,5.950435,14.092942,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,,,10.4,149.0,110.0,0.712605027,6.097956,14.086529,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,3.04,,10.4,150.0,111.0,0.719664594,6.250872,14.079244,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,7.62,,11.4,151.0,112.0,0.724518138,6.373724,14.095491,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,4.83,,8.1,152.0,113.0,0.700127734,6.472822,14.124479,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,58.93,6.3,153.0,114.0,0.689153867,6.555229,14.161767,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,7.62,15.8,156.0,117.0,0.671898186,6.779457,14.35488,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,3.05,7.88,17.8,157.0,118.0,0.685875599,6.9196,14.397949,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,7.37,10.42,11.6,159.0,120.0,0.696560345,7.124909,14.493252,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,11.18,12.3,160.0,121.0,0.70169315,7.226527,14.536903,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,3.55,13.97,7.0,161.0,122.0,0.707428793,7.301625,14.57582,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.25,5.57,4.6,166.0,127.0,0.682308449,7.600608,14.82844,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,4.81,10.0,167.0,128.0,0.676563745,7.64333,14.913856,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,3.3,3.3,7.2,172.0,133.0,0.680692273,7.828716,15.394858,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,9.9,10.5,178.0,139.0,0.678436367,8.022644,15.786665,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,1.27,7.62,6.3,180.0,141.0,0.682039434,8.079791,15.932819,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,4.32,8.89,-2.7,187.0,148.0,0.695578626,8.266583,16.337877,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,6.09,10.91,-6.5,193.0,154.0,0.735113809,8.374472,16.549635,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,2.54,9.65,2.0,196.0,157.0,0.735113809,8.43667,16.641281,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,0.0,0.6,212.0,173.0,0.735113809,9.052316,17.037672,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.51,3.56,-2.2,215.0,176.0,0.735113809,9.098744,17.171005,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,3.56,-0.3,216.0,177.0,0.735113809,9.111299,17.21816,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,3.56,3.0,217.0,178.0,0.735113809,9.121317,17.278832,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.76,1.27,5.3,220.0,181.0,0.735113809,9.141878,17.517116,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,1.78,-4.0,224.0,185.0,0.735113809,9.190322,17.699889,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.0,1.78,-1.0,225.0,186.0,0.735113809,9.200484,17.747142,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,3.05,4.07,6.0,227.0,188.0,0.735113809,9.223295,17.859964,62.5,637.5,1.174072,
,2014.0,,,,,,,,170.0,0.25,27.69,0.0,232.0,193.0,0.735113809,9.45665,17.98282,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,31.0,-3.6,245.0,198.0,0.702620691,10.489617,22.896375,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,31.0,-1.2,246.0,199.0,0.67479106,10.517604,22.930097,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,29.0,-0.8,247.0,200.0,0.660071677,10.541632,22.96674,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,23.0,-5.8,248.0,201.0,0.626272134,10.560583,22.995655,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,1.0,-7.2,249.0,202.0,0.581496513,10.576236,23.026865,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,0.0,-2.8,250.0,203.0,0.568622541,10.537065,23.034478,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,0.0,1.7,251.0,204.0,0.566842243,10.503416,23.031261,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,0.0,2.2,252.0,205.0,0.593692935,10.55885,23.048094,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,4.0,4.0,4.5,253.0,206.0,0.650608088,10.636157,23.047165,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,17.0,-4.0,254.0,207.0,0.66494897,10.691858,23.048232,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,22.0,-11.4,255.0,208.0,0.670348896,10.677161,23.030017,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,7.0,24.0,-8.4,256.0,209.0,0.646872444,10.707812,23.043027,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,27.0,-1.6,258.0,211.0,0.638035368,10.73324,23.055238,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,27.0,3.6,259.0,212.0,0.669736353,10.777184,23.078824,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,25.0,-2.1,260.0,213.0,0.651006155,10.751021,23.071301,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,12.0,-10.8,261.0,214.0,0.617490371,10.737103,23.066993,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,7.0,-12.1,262.0,215.0,0.585437126,10.75754,23.084167,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,6.0,-10.9,263.0,216.0,0.579081874,10.775541,23.104172,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,4.0,-9.3,264.0,217.0,0.567599408,10.791471,23.129475,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,4.0,-5.3,265.0,218.0,0.562360419,10.768503,23.11548,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,4.0,-4.5,266.0,219.0,0.55888338,10.738607,23.123175,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,2.0,-5.4,267.0,220.0,0.553441559,10.701753,23.136213,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,2.0,-4.4,268.0,221.0,0.540314739,10.715319,23.172487,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,2.0,-0.1,269.0,222.0,0.547614746,10.726616,23.222231,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,2.0,0.8,270.0,223.0,0.570621606,10.741965,23.27344,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,4.0,-2.8,271.0,224.0,0.575556199,10.705454,23.284083,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,14.0,18.0,-2.8,279.0,232.0,0.730539999,10.603679,23.432241,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,5.0,18.0,-3.8,280.0,233.0,0.679327046,10.638894,23.457491,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,18.0,-2.0,281.0,234.0,0.652301144,10.616589,23.458034,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,18.0,3.2,282.0,235.0,0.678329462,10.576265,23.474812,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,16.0,0.2,283.0,236.0,0.710067641,10.60521,23.517749,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,18.0,-3.3,284.0,237.0,0.722184449,10.629003,23.555453,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,8.0,-8.1,285.0,238.0,0.723897763,10.610038,23.561499,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,5.0,-9.6,286.0,239.0,0.660637356,10.597693,23.554108,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,5.0,-6.6,290.0,243.0,0.589150045,10.613519,23.630262,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,4.0,-2.4,291.0,244.0,0.590920972,10.580095,23.645341,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,4.0,-2.7,292.0,245.0,0.593380402,10.549065,23.658022,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,4.0,-5.8,293.0,246.0,0.590515309,10.563965,23.691436,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,4.0,7.8,294.0,247.0,0.673663451,10.491171,23.655971,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,2.0,8.0,295.0,248.0,0.721335389,10.412567,23.693612,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,2.0,2.8,296.0,249.0,0.746241081,10.354382,23.725346,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,2.0,1.0,297.0,250.0,0.737046979,10.371209,23.790002,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,1.0,1.2,298.0,251.0,0.711239743,10.386951,23.856958,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,0.0,-0.5,299.0,252.0,0.697599332,10.403447,23.9143,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,9.0,9.0,-1.5,300.0,253.0,0.702339529,10.419421,23.968199,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,16.0,-2.4,301.0,254.0,0.709557801,10.324835,23.949878,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,7.0,16.0,1.3,302.0,255.0,0.709557801,10.360464,23.99642,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,16.0,8.5,303.0,256.0,0.763175037,10.419011,24.039627,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,19.0,1.3,304.0,257.0,0.746354928,10.332207,23.971392,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,19.0,-5.8,305.0,258.0,0.726468967,10.305005,23.972485,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,43.0,-6.2,306.0,259.0,0.730613791,10.330422,24.004474,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,34.0,-6.4,307.0,260.0,0.730111547,10.353431,24.036544,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,29.0,-3.9,308.0,261.0,0.730405435,10.390097,24.065132,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,29.0,-1.4,309.0,262.0,0.729716933,10.382794,24.057458,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,32.0,-0.2,310.0,263.0,0.733378157,10.380782,24.04465,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,29.0,9.1,311.0,264.0,0.782759167,10.463146,24.072999,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,29.0,15.0,312.0,265.0,0.764597915,10.383101,23.978385,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,5.0,15.8,313.0,266.0,0.741188351,10.196261,23.90155,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,8.0,9.1,314.0,267.0,0.748767446,10.258514,23.973051,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,6.0,6.6,315.0,268.0,0.741216986,10.307342,24.064078,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,6.0,8.1,316.0,269.0,0.743344274,10.348867,24.154515,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,3.0,8.4,317.0,270.0,0.745706113,10.352776,24.117372,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,13.0,16.0,8.8,318.0,271.0,0.760469373,10.355912,24.083756,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,15.0,18.0,8.5,319.0,272.0,0.748721654,10.434137,24.146926,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,2.0,18.0,10.4,320.0,273.0,0.746897281,10.515039,24.207983,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,18.0,1.2,323.0,276.0,0.73589948,10.405571,24.230475,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,18.0,0.2,324.0,277.0,0.734566302,10.440862,24.294252,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,5.0,1.4,325.0,278.0,0.730241759,10.472582,24.363812,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,3.0,7.5,326.0,279.0,0.728406338,10.317411,24.367591,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,3.0,4.6,327.0,280.0,0.730433242,10.350767,24.452563,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,1.0,3.6,328.0,281.0,0.731988521,10.367138,24.396033,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,14.0,14.0,1.1,329.0,282.0,0.734487048,10.43522,24.439744,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,13.0,14.0,4.2,330.0,283.0,0.736513951,10.31846,24.415676,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,14.0,9.4,331.0,284.0,0.738540855,10.409098,24.473875,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,5.0,19.0,4.7,332.0,285.0,0.740567758,10.488249,24.50926,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,10.0,24.0,4.8,333.0,286.0,0.742594661,10.286695,24.386608,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,5.0,24.0,8.6,334.0,287.0,0.744621565,10.350149,24.468588,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,24.0,13.6,335.0,288.0,0.771505427,10.513542,24.451307,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,43.0,5.4,336.0,289.0,0.762677625,10.459586,24.349932,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,45.0,0.4,337.0,290.0,0.757972597,10.562174,24.348008,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,6.0,49.0,2.6,338.0,291.0,0.747705393,10.663249,24.369755,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,4.0,44.0,0.0,339.0,292.0,0.726669726,10.683535,24.337931,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,40.0,-0.6,340.0,293.0,0.71233736,10.606457,24.316671,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,1.0,40.0,4.6,341.0,294.0,0.724498661,10.712595,24.322557,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,55.0,2.0,342.0,295.0,0.749928548,10.796242,24.340603,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,,24.0,-0.1,343.0,296.0,0.740042491,10.691078,24.236975,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,8.0,29.0,-2.5,344.0,297.0,0.755186182,10.760387,24.258103,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,9.0,27.0,0.4,345.0,298.0,0.749079514,10.8531,24.267678,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,14.0,39.0,7.2,346.0,299.0,0.755865463,10.865308,24.257958,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,15.0,41.0,3.2,347.0,300.0,0.735883787,10.852844,24.272592,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,3.0,41.0,5.3,348.0,301.0,0.727555692,10.834562,24.253089,62.5,637.5,1.174072,
,2016.0,,,,,,,,170.0,0.0,25.0,8.6,349.0,302.0,0.721214474,10.789692,24.302682,62.5,637.5,1.174072,
