Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,Outlier,IF_Outlier,DBSCAN_Outlier,OCSVM_Outlier,Voting_Outlier,Hard_Voting_Outlier,Soft_Vote_Outlier
7/1/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,3.399363810617507,0.4812329213873661,-0.3925547079520428,1.2237356784292903,1.0108833946847677,-0.9892177369071046,-1.3011180122733546,0.9911105202880087,1.829655986972141,0.5648164480038141,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,-1,-1,-1,-1,-1
7/2/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,1.3607326867568594,0.4812329213873661,1.6776344607469427,1.4164152525340656,0.7579333358320558,-0.9823156246386807,-1.2941189174709442,0.9132708079566387,1.5655040073817093,0.46940547846536396,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
7/3/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,0.6149355708170994,0.4812329213873661,1.5514155339947717,1.4164152525340656,0.4101270049095766,-0.975413512370257,-1.287119822668534,0.9960645906989766,1.2877526418746281,0.3620167429696986,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/4/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,0.32432976302046923,0.4812329213873661,0.4402914386488932,1.82327693527172,0.5892999632635809,-0.9685114001018331,-1.2801207278661237,0.9185788545208047,0.9931233824937541,0.2741341980989817,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/5/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,0.16155215800756664,0.4812329213873661,0.4402914386488932,1.82327693527172,0.5787603774780511,-0.9616092878334093,-1.2731216330637134,0.7215483908083619,0.7177633657420539,0.1748664006801602,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/6/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,0.1310066792144673,0.4812329213873661,-0.5187736347042132,0.527222207048352,0.9265667084005303,-0.9547071755649855,-1.266122538261303,0.6049538099986478,0.4365340527905829,0.08541657790390551,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/7/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,0.4550450989884972,0.4812329213873661,-0.5187736347042132,0.527222207048352,1.1795167672532427,-0.9478050632965617,-1.259123443458893,0.9277087188710347,0.22792735646420323,-0.009865803789899312,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/8/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,0.7811877049248835,0.4812329213873661,3.166421486532386,2.037037425580519,0.873868779472882,-0.9409029510281379,-1.2521243486564826,1.1123326702408092,0.3081175850771806,-0.011821752081748321,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
7/9/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,0.4592833629135525,0.4812329213873661,4.756581193646345,1.833395775049651,0.6630770637622886,-0.9340008387597141,-1.2451252538540722,1.0966452762060586,0.3765455041624033,-0.013622062652684291,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/10/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.18748155540710418,0.4812329213873661,1.0713860724097455,1.833395775049651,0.5682207916925216,-0.9270987264912902,-1.2381261590516621,0.9454862356590966,0.42244954379684774,-0.007455134966106223,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/11/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.1907969813269568,0.4812329213873661,-0.5187736347042132,1.426534092311997,0.7052354069044074,-0.9201966142228665,-1.2311270642492518,0.7675621581396483,0.4706621532489165,0.009323862909767612,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/12/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.09936538019621106,0.4812329213873661,-0.5187736347042132,1.426534092311997,0.9581854657571194,-0.9132945019544426,-1.2241279694468414,0.6511003117630277,0.5066177816419288,0.03407841587078385,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/16/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.28180793538098897,0.4812329213873661,-0.2663357811998723,-0.3189657693811534,0.3047311470542799,-0.8856860528807474,-1.1961315902372005,0.7627865390519577,0.38030944321128485,-0.007583440200104056,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/17/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27550975851150855,0.4812329213873661,-0.3925547079520428,-0.3189657693811534,0.4522853480516951,-0.8787839406123236,-1.1891324954347902,0.6887746623662302,0.18318129791439614,-0.050850121019707234,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/18/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2856139176883297,0.4812329213873661,-0.5187736347042132,-0.3189657693811534,0.5366020343359326,-0.8718818283438997,-1.1821334006323798,0.5212280951625836,-0.05028864914559775,-0.11047386201835828,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/19/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2631373575212015,0.4812329213873661,-0.5187736347042132,-0.3189657693811534,0.7368541642609961,-0.864979716075476,-1.1751343058299697,0.3499640982497911,-0.22268090776752303,-0.16036739916698878,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/20/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.27485071994458365,0.4812329213873661,-0.5187736347042132,-0.3189657693811534,0.905487536829471,-0.8580776038070521,-1.1681352110275594,0.2436087465285363,-0.350568899341554,-0.20231965786473238,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/21/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.25336933631919367,0.4812329213873661,-0.5187736347042132,-0.7043249175907039,1.0214229804702977,-0.8511754915386283,-1.161136116225149,0.19195314162923477,-0.4429509639146647,-0.2382179927619771,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/22/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2549590602219974,0.4812329213873661,-0.5187736347042132,-0.7578704447489237,1.1478980098966536,-0.8442733792702045,-1.1541370214227389,0.001020595048075828,-0.45766759597820894,-0.2514038788646146,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/23/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.2622229075406686,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.8422500221162929,-0.8373712670017807,-1.1471379266203285,-0.09953086085533816,-0.4596221799568865,-0.2625564621038675,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/24/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.3103348887216186,0.4812329213873661,-0.44324104861630026,-0.7793729792770278,0.5787603774780511,-0.8304691547333569,-1.1401388318179182,-0.24471972541162132,-0.5198144032737791,-0.2892123791288017,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/25/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.3303544838055161,0.4812329213873661,-0.44324104861630026,-0.7793729792770278,0.4417457622661657,-0.8235670424649331,-1.133139737015508,-0.3343795444107921,-0.5599842111334065,-0.30990614006779893,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
7/26/14,0.5736858176459178,BCSE_KBS,Building,R1,July,Corn,Annual,-0.3106148495033632,0.4812329213873661,-0.5187736347042132,-0.7793729792770278,0.7895520931886445,-0.8166649301965092,-1.1261406422130977,-0.3636939280609301,-0.5585639555724905,-0.3182585362650046,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/5/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.3095654650533227,0.4812329213873661,-0.5187736347042132,-0.8008755138051318,0.8844083652584118,-0.7476438075122711,-1.056149694188995,-0.7577678097823648,-0.6615639782370748,-0.3940092116296805,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/6/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.3477687587499957,0.4812329213873661,-0.44324104861630026,-0.768832521175016,0.7684729216175853,-0.7407416952438473,-1.0491505993865846,-0.7295231624996495,-0.6786847416640627,-0.39887067998922204,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/7/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.2914155732271633,0.4812329213873661,-0.44324104861630026,-0.768832521175016,0.6946958211188776,-0.7338395829754235,-1.0421515045841745,-0.7617522275433835,-0.692122034870035,-0.40345724893457485,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/8/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.38471079298249994,0.4812329213873661,-0.5187736347042132,-0.768832521175016,0.8106312647597042,-0.7269374707069997,-1.0351524097817641,-0.8675384263574468,-0.6848580483254739,-0.4060105553894928,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,1,0,-1,1,1,1
8/9/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.33978754019823654,0.4812329213873661,-0.46808729403995586,-0.7578704447489237,0.7790125074031151,-0.7200353584385758,-1.0281533149793538,-0.8972187806617238,-0.6943841714788523,-0.40948727194887896,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/10/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.3650211385722798,0.4812329213873661,-0.46808729403995586,-0.7578704447489237,0.9476458799715896,-0.7131332461701521,-1.0211542201769437,-0.9810806687077829,-0.6917850668406179,-0.41150466787010015,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/11/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.350233870160659,0.4812329213873661,-0.5187736347042132,-0.7578704447489237,0.9476458799715896,-0.7062311339017282,-1.0141551253745333,-0.9973956395271607,-0.6815980212474575,-0.4128663263430539,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/12/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.2903582684878675,0.4812329213873661,-0.3925547079520428,-0.7043249175907039,0.5366020343359326,-0.6993290216333045,-1.007156030572123,-1.0253573473082989,-0.6831504920977949,-0.4149424245330709,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/13/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.32041409427376794,0.4812329213873661,-0.2911820266235279,-0.6933628411646117,0.5892999632635809,-0.6924269093648806,-1.0001569357697129,-1.0407736255812319,-0.6905979783713553,-0.41778718331153536,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/14/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.3454685690839316,0.4812329213873661,-0.41740095337569844,-0.6933628411646117,0.3468894901963984,-0.6855247970964568,-0.9931578409673025,-1.0194672936417752,-0.6954906371129231,-0.4207220141406761,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/15/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.2809198236581814,0.4812329213873661,-0.5187736347042132,-0.6933628411646117,0.23095404655557206,-0.678622684828033,-0.9861587461648922,-1.099542434715518,-0.6975293860952919,-0.4232812957921427,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/16/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.2901709819544155,0.4812329213873661,-0.5187736347042132,-0.7148653756927158,0.6946958211188776,-0.6717205725596092,-0.979159651362482,-1.0873492325304766,-0.6970605107911053,-0.4250074412545657,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/17/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.3378296057924327,0.4812329213873661,-0.5187736347042132,-0.7148653756927158,0.8633291936873525,-0.6648184602911853,-0.9721605565600717,-1.0446722682341474,-0.6856595794539478,-0.42531165143020255,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/18/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.33352296110554464,0.4812329213873661,-0.3418683672877853,-0.6398173140063919,0.873868779472882,-0.6579163480227616,-0.9651614617576614,-0.9709981748309319,-0.6851955553805322,-0.4263989757102628,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/19/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.32169773952256914,0.4812329213873661,0.23853992580880962,-0.4471377399016166,0.8211708505452336,-0.6510142357543377,-0.9581623669552511,-0.6690138552992735,-0.6851789995929809,-0.4333656511565213,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/20/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.44099746987889693,0.4812329213873661,3.772669874869583,1.0841800131586543,0.9898042231137085,-0.644112123485914,-0.9511632721528409,-0.07248611117877848,-0.6931786021304627,-0.4401248500145119,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
8/21/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.39910317627959935,0.4812329213873661,3.1922615817729887,1.0841800131586543,1.0108833946847677,-0.6372100112174901,-0.9441641773504306,0.13962225869242428,-0.6973729146520159,-0.4463319084130453,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
8/22/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.36947250657210856,0.4812329213873661,0.0874747536329835,1.3413671908477416,1.1162792525400644,-0.6303078989490662,-0.9371650825480203,0.46401297724983676,-0.7005676426237836,-0.4513024241096002,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/27/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.5225739681960654,0.4812329213873661,0.7682618782411471,-0.008233064533846214,0.7157749926899369,-0.5957973376069472,-0.902169608535969,0.43147244381053423,-0.7098478930811087,-0.4701498089421072,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
8/28/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.3653172974225508,0.4812329213873661,-0.1401168544477018,-0.008233064533846214,0.5787603774780511,-0.5888952253385235,-0.8951705137335587,0.2966021239674893,-0.71584886554466,-0.4729225020054406,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
8/29/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.33031691259496504,0.4812329213873661,-0.5187736347042132,-0.2654202422229336,0.7579333358320558,-0.5819931130700996,-0.8881714189311484,0.1207779555835631,-0.7206797673484782,-0.47546648230898864,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
8/30/14,0.5736858176459178,BCSE_KBS,Building,R1,August,Corn,Annual,-0.3336209209185041,0.4812329213873661,-0.46808729403995586,-0.2439177076948295,1.1268188383255944,-0.5750910008016757,-0.8811723241287381,0.08462414497936754,-0.7204608459344853,-0.4780935097699733,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/1/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.3962586658623696,0.4812329213873661,0.061634658392381685,0.002307393568165563,1.063581323612416,-0.5612867762648281,-0.8671741345239176,0.08217101339517416,-0.7192357176556861,-0.482846576759696,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
9/2/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.3638246969422966,0.4812329213873661,0.21369368038515402,-0.09382158432218188,0.9898042231137085,-0.5543846639964043,-0.8601750397215073,0.08845905838157889,-0.7216975247627389,-0.4851740773072035,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
9/3/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.39044945317700624,0.4812329213873661,0.18785358514455222,-0.2439177076948295,0.8317104363307635,-0.5474825517279805,-0.853175944919097,0.012590106737454797,-0.7227716488583372,-0.48674515027000853,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
9/4/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.338253123919142,0.4812329213873661,-0.4939273892805576,-0.2439177076948295,0.905487536829471,-0.5405804394595567,-0.8461768501166868,-0.05569865594604756,-0.7225015970120928,-0.48836757762477234,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
9/5/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.3854865062210106,0.4812329213873661,-0.21564944053561488,-0.11532411885028582,1.2638334535374798,-0.533678327191133,-0.8391777553142765,0.07683401986653765,-0.7174686375964853,-0.4914091545327962,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,1,0,-1,1,1,1
9/6/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.31725328173241774,0.4812329213873661,1.3496640211546884,0.527222207048352,0.6314583064056994,-0.5267762149227091,-0.8321786605118662,0.324947049282126,-0.7218221166895205,-0.49394057884900205,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/7/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.2838899250016104,0.4812329213873661,1.04653982698609,0.302499640313461,0.42066659069510604,-0.5198741026542852,-0.8251795657094559,0.385810844919245,-0.7261232332916959,-0.4960294348911095,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/9/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.32880322111664273,0.4812329213873661,-0.5187736347042132,-0.008233064533846214,0.6525374779767591,-0.5060698781174376,-0.8111813761046354,0.06096512436050418,-0.7117953157191246,-0.4958352006303279,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/10/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.2965375068632092,0.4812329213873661,-0.5187736347042132,-0.01877352263585799,0.8106312647597042,-0.49916776584901384,-0.8041822813022251,0.30432627049266875,-0.6906525739684432,-0.4957645883413844,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/11/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.21617270571661168,0.4812329213873661,1.904232219010681,1.0091319514723305,-0.04307518386819935,-0.49226565358059005,-0.7971831864998149,0.6322714360436926,-0.6751628251280828,-0.49569369344179337,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/12/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.27565638492686645,0.4812329213873661,1.904232219010681,0.8805383626277868,-0.18008979908008516,-0.4853635413121662,-0.7901840916974046,0.530384745465087,-0.6615257844202121,-0.49536457315622046,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/13/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.28772190478902054,0.4812329213873661,-0.44324104861630026,0.24853249483116066,-0.20116897065114442,-0.4784614290437424,-0.7831849968949943,0.7718191048584727,-0.648809707522174,-0.4949564833811258,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/14/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.2498112176884111,0.4812329213873661,0.1123209990566391,0.48421713799214394,-0.18008979908008516,-0.4715593167753186,-0.776185902092584,0.6328470719874748,-0.6365563456352803,-0.4941490647610112,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/15/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.28252061683099283,0.4812329213873661,0.03678841296872608,0.48421713799214394,-0.20116897065114442,-0.4646572045068948,-0.7691868072901737,0.5242405461652241,-0.6253630931773134,-0.49317857979724744,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/16/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.2747582083258091,0.4812329213873661,-0.4939273892805576,0.49475759609415576,-0.000916840726080628,-0.45775509223847094,-0.7621877124877635,0.482079651601819,-0.6143893781626436,-0.49172830269980483,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/17/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.2225126213184834,0.4812329213873661,-0.4939273892805576,0.49475759609415576,-0.21170855643667405,-0.45085297997004714,-0.7551886176853532,0.35750781497731104,-0.603972168620688,-0.489998765909611,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/18/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.3591600145587968,0.4812329213873661,-0.5187736347042132,-0.5331478780140327,-0.021996012297140082,-0.44395086770162334,-0.7481895228829429,0.27641924161959996,-0.5934935101556349,-0.48782904284934825,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
9/19/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.335272555336868,0.4812329213873661,-0.5187736347042132,-0.5331478780140327,0.10447901712921608,-0.43704875543319954,-0.7411904280805327,0.23688188063485477,-0.5824705127966263,-0.48496603549764056,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/20/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.29611944900852477,0.4812329213873661,-0.5187736347042132,-0.5651908706441485,0.5998395490491107,-0.4301466431647757,-0.7341913332781224,0.1274495301842468,-0.570837261408109,-0.4812334351833524,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/21/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.29767055222777994,0.4812329213873661,-0.44324104861630026,-0.768832521175016,0.26257280391216115,-0.4232445308963519,-0.7271922384757121,0.4084066180955936,-0.5591645071404575,-0.4793812049991624,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/24/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.35667812443043395,0.4812329213873661,-0.5187736347042132,-0.4796023508558128,0.2414936323411017,-0.40253819409108044,-0.7061949540684813,0.297295738222932,-0.5298404342075449,-0.47109114463622137,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
9/25/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.3465044931325529,0.4812329213873661,-0.5187736347042132,-0.4796023508558128,0.4101270049095766,-0.39563608182265664,-0.699195859266071,0.22421508114462033,-0.5199628663360999,-0.4670086723402385,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
9/26/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.4457357003735279,0.4812329213873661,-0.5187736347042132,-0.4796023508558128,0.35742907598192825,-0.38873396955423284,-0.6921967644636607,0.16965763727025626,-0.5103893859299584,-0.4624985293885792,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
9/27/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.2944896547302899,0.4812329213873661,-0.5187736347042132,-0.4796023508558128,0.38904783333851733,-0.38183185728580904,-0.6851976696612505,0.12649316157657695,-0.5014612732236672,-0.457917128180782,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/28/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.33597891600386737,0.4812329213873661,-0.5187736347042132,-0.5116453434859287,0.38904783333851733,-0.3749297450173852,-0.6781985748588402,0.08519507026985904,-0.4926953302317159,-0.45297596361862497,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,-1,1,1,1
9/29/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.3209166922675922,0.4812329213873661,-0.5187736347042132,-0.8114159719071435,0.49444369119381404,-0.3680276327489614,-0.6711994800564299,0.08097257020322197,-0.4842620430640522,-0.4479573233660835,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
9/30/14,0.5736858176459178,BCSE_KBS,Building,R1,September,Corn,Annual,-0.31857305383660733,0.4812329213873661,-0.44324104861630026,-0.7793729792770278,-0.11685228436690698,-0.3611255204805376,-0.6642003852540197,0.14528698414711375,-0.4771291167539674,-0.44476616467959457,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
10/2/14,0.5736858176459178,BCSE_KBS,Building,R1,October,Corn,Annual,-0.3989630110521342,0.4812329213873661,-0.31702212186412976,-0.6937844594886922,0.38904783333851733,-0.34732129594368993,-0.6502021956491991,0.24149972227889735,-0.45721774057879067,-0.4397051328299172,-0.904182482169967,0.7967675133141049,-0.6422421514891818,-1,-1,0,-1,-1,-1,-1
10/3/14,0.5736858176459178,BCSE_KBS,Building,R1,October,Corn,Annual,-0.2622229075406686,0.4812329213873661,0.794101973481749,-0.13682665337838992,0.26257280391216115,-0.34041918367526613,-0.6432031008467888,0.8421177796463818,-0.44401138135824386,-0.4398866899845077,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
10/5/14,0.5736858176459178,BCSE_KBS,Building,R1,October,Corn,Annual,-0.2835386627273878,0.4812329213873661,4.555823530623208,2.0159565093764953,-0.4541190295038566,-0.3266149591384185,-0.6292049112419683,1.1531927944461597,-0.42359170400340945,-0.4402315153474957,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
10/6/14,0.5736858176459178,BCSE_KBS,Building,R1,October,Corn,Annual,-0.27902429748729185,0.4812329213873661,1.374510266578344,2.0264969674785074,-0.21170855643667405,-0.3197128468699947,-0.622205816439558,1.0690695240256436,-0.4122320466296359,-0.44049042707362174,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
10/7/14,0.5736858176459178,BCSE_KBS,Building,R1,October,Corn,Annual,-0.2907398596574777,0.4812329213873661,-0.21664329035256108,2.112085487266843,-0.21170855643667405,-0.3128107346015709,-0.6152067216371477,1.1106384896731984,-0.40045695449381824,-0.4407845440118454,-0.904182482169967,0.7967675133141049,-0.6422421514891818,1,1,0,1,1,1,1
