Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM,Outlier
12/28/14,0.5736858176459027,BCSE_KBS,Building,R1,December,Corn,Annual,-0.32046263409395803,0.48123292138736623,-0.4939273892805577,0.35604516747168086,-1.3078254781317598,0.25316247140918174,-0.04128094783950525,1.2016083590174065,-0.1536003056344624,-0.2831856666963693,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/1/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.15744120038608894,0.48123292138736623,-0.5187736347042133,0.4956008327423167,-1.687250566410828,0.3428899308986913,-0.006285473827453885,1.0102785924858426,-0.07405806284587799,-0.08481095806309455,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/2/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.13848201660936013,0.48123292138736623,-0.5187736347042133,0.4956008327423167,-1.4343005075581157,0.3497920431671151,0.0007136209749563882,0.8464089139314614,-0.07190296132867166,-0.08344950145488898,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/3/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.16728663583683176,0.48123292138736623,-0.5187736347042133,0.4112771679262225,-1.392142164415997,0.35669415543553895,0.007712715777366662,0.7597365264776422,-0.07005271731339908,-0.08197011546074637,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/4/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.08079109136983302,0.48123292138736623,-0.5187736347042133,0.15830617347793988,-1.9191214536924806,0.36359626770396275,0.014711810579776935,0.5607141159147793,-0.06859342089532725,-0.08080273162152392,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/5/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.021812492360152834,0.48123292138736623,-0.5187736347042133,-0.7692541394990965,-2.066675654689896,0.37049837997238655,0.021710905382187208,0.297061082917583,-0.06738808255792658,-0.07954269186284718,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/6/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.1043673638892503,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,-1.6029338801265904,0.37740049224081035,0.028710000184597483,0.22125505971310305,-0.07040439304245476,-0.07923533259713735,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/7/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.09384262809335601,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,-1.1286525197777553,0.3843026045092342,0.03570909498700776,0.21077210142339345,-0.07299548929973414,-0.07936521237617168,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/8/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.16941870859976593,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,-1.075954590850107,0.391204716777658,0.04270818978941803,0.36887747720084063,-0.06872686824335733,-0.07868561451465927,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/9/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.014942329596548497,0.48123292138736623,-0.12123370792572363,-0.6427686422749551,-0.8335441177829245,0.3981068290460818,0.0497072845918283,0.7040119181491747,-0.06277394606553638,-0.07872312098488708,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/10/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.006878302776598892,0.48123292138736623,1.1707710541043679,-0.09466482097034276,-1.7294089095529466,0.4050089413145056,0.056706379394238574,0.7884555718766102,-0.05848476503113076,-0.07868004304760715,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/11/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.12617576717679263,0.48123292138736623,1.2701560357989903,0.11614434106989276,-2.509338257682143,0.41191105358292945,0.06370547419664885,0.8202520458520449,-0.059616487866675186,-0.07941543632554027,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/12/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.024008873659747368,0.48123292138736623,0.17692123715814362,0.20046800588598698,-2.1931506841162522,0.41881316585135325,0.07070456899905911,0.6820152635232615,-0.05725624859115821,-0.07889018425055211,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/14/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.09616995024044583,0.48123292138736623,-0.22061868962034606,0.3269535031101283,-1.4764588507002343,0.43261739038820085,0.08470275860387966,0.6299797621010318,-0.055298199447644324,-0.07839719016233675,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/15/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.03550360077089331,0.48123292138736623,-0.4193886530095909,0.3269535031101283,-0.9284003898526916,0.4395195026566247,0.09170185340628993,0.8166451987288926,-0.05191435047947638,-0.07744495377181608,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/16/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.0781110952105474,0.48123292138736623,-0.3200036713149685,0.2426298382940341,-1.5291567796278827,0.4464216149250485,0.0987009482087002,0.7063558626784107,-0.053928997315316994,-0.07774867947205728,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/17/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.16803992403773038,0.48123292138736623,-0.3200036713149685,-0.30547398301057826,-2.4461007429689645,0.4533237271934723,0.10570004301111048,0.5090043149493709,-0.05500073429736147,-0.07792260613916324,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/18/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.14151667053092779,0.48123292138736623,-0.5187736347042133,-0.5162831450508139,-2.5831153581808497,0.4602258394618961,0.11269913781352076,0.32026465991137076,-0.053427010436027676,-0.07722924110181899,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/19/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.18222718513225092,0.48123292138736623,-0.4193886530095909,-0.558444977458861,-2.4566403287544945,0.46712795173031996,0.11969823261593103,0.28284292397918814,-0.052040867497833806,-0.07642158024400664,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/20/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.14612726476633386,0.48123292138736623,-0.4193886530095909,-0.6427686422749551,-2.2880069561860195,0.47403006399874376,0.1266973274183413,0.21523052867176867,-0.050814199145774085,-0.07540002349893145,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/21/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.14971893131770556,0.48123292138736623,-0.4193886530095909,-0.6427686422749551,-1.8664235247648322,0.48093217626716755,0.1336964222207516,0.18438170270710055,-0.05258281927823534,-0.07596504292932801,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/22/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.10713014514412669,0.48123292138736623,-0.4193886530095909,-0.6427686422749551,-1.782106838480595,0.48783428853559135,0.14069551702316185,0.1639077961989244,-0.054884920788165065,-0.07565437308174665,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/23/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.05565442812341145,0.48123292138736623,-0.5187736347042133,-0.7270923070910493,-1.8769631105503621,0.4947364008040152,0.14769461182557214,0.13186463119898306,-0.05772281378545393,-0.07512799056416804,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/24/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.10441450833272696,0.48123292138736623,-0.5187736347042133,-0.7270923070910493,-1.7715672526950654,0.5016385130724389,0.1546937066279824,0.054569758915508706,-0.056678182092795924,-0.07366350218844757,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/25/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.012697174222846804,0.48123292138736623,-0.5187736347042133,-0.7270923070910493,-1.3183650639172892,0.5085406253408628,0.1616928014303927,0.09755451140952241,-0.0558082717115517,-0.0716551901808983,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/26/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,0.07580459047628002,0.48123292138736623,-0.4193886530095909,-0.7270923070910493,-1.2235087918475223,0.5154427376092866,0.16869189623280295,0.2330261873633158,-0.054626342487712004,-0.06958773180210712,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
1/27/16,1.1266893998058587,BCSE_KBS,Building,R1,January,Corn,Annual,-0.045133851325756216,0.48123292138736623,-0.22061868962034606,-0.6427686422749551,-1.6029338801265904,0.5223448498777103,0.17569099103521324,0.2620826333042159,-0.05743782322858182,-0.06915804249894808,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/4/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.019483953432788723,0.48123292138736623,0.8726161090205006,-0.052502988562295655,-1.6029338801265904,0.5775617480251009,0.2316837494544954,1.1746763176091386,-0.06527487103340827,-0.0631764670242278,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/6/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.44045735129501234,0.48123292138736623,-0.3200036713149685,-0.052502988562295655,-1.5186171938423532,0.5913659725619486,0.24568193905931596,0.7139811679209224,-0.06428075374369757,-0.06213512753382256,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/7/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.3896386231896665,0.48123292138736623,-0.5187736347042133,-0.052502988562295655,-0.9705587329948102,0.5982680848303723,0.2526810338617262,0.8672441452119688,-0.06738584945169877,-0.06145775018454107,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/8/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.282291828479298,0.48123292138736623,-0.5187736347042133,-0.13682665337838987,-1.2867463065607003,0.6051701970987962,0.2596801286641365,1.054128591887938,-0.06515697842531012,-0.059724256845281286,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/9/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.04887978321020453,0.48123292138736623,-0.3200036713149685,-0.052502988562295655,-1.6556318090542388,0.61207230936722,0.26667922346654677,1.1254761937323592,-0.06332483027084934,-0.05820203515155662,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/10/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.07850653021788219,0.48123292138736623,-0.22061868962034606,-0.4741213126427667,-2.161531926759663,0.6189744216356438,0.27367831826895705,1.135564729022055,-0.06478520474020374,-0.05795794029795326,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/11/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.001579517369196301,0.48123292138736623,-0.4193886530095909,-0.6006068098669081,-2.319625713542608,0.6258765339040676,0.2806774130713673,0.7630674235310365,-0.0657358149603028,-0.058256336768840206,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/15/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.131814840455629,0.48123292138736623,-0.5187736347042133,-0.6006068098669081,-2.003438139976718,0.6534849829777628,0.3086737922810084,0.34212750254225077,-0.06451715498919804,-0.055181775160949756,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/16/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.0877029477332216,0.48123292138736623,-0.4193886530095909,-0.6427686422749551,-1.5607755369844718,0.6603870952461867,0.3156728870834187,0.35255528141697895,-0.06709092542229576,-0.054572991453129,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/17/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.2070686828172707,0.48123292138736623,-0.3200036713149685,-0.6427686422749551,-1.5923942943410607,0.6672892075146105,0.32267198188582896,0.36703718394479146,-0.06948034908610082,-0.05406102207857664,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/18/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.11314920396905369,0.48123292138736623,-0.4193886530095909,-0.6427686422749551,-1.9191214536924806,0.6741913197830343,0.3296710766882392,0.3501666092347496,-0.06833299450696148,-0.05271200033886428,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/19/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.4696672660678709,0.48123292138736623,-0.5187736347042133,-0.6427686422749551,-0.4857377868604454,0.6810934320514581,0.3366701714906495,0.8397691951236546,-0.07393839915353025,-0.05414382699831529,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/22/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.1649790823750057,0.48123292138736623,-0.5187736347042133,-0.7270923070910493,-1.202429620276463,0.7017997688567296,0.3576674558978803,1.2129914760443974,-0.083175912577874,-0.048732600183345985,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/23/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.12590887609239182,0.48123292138736623,-0.5187736347042133,-0.7692541394990965,-1.1813504487054036,0.7087018811251533,0.3646665507002906,1.061030299566813,-0.0819637209144638,-0.0460293889663658,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/24/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,0.11874257308681621,0.48123292138736623,-0.5187736347042133,-0.8114159719071435,-1.360523407059408,0.7156039933935772,0.37166564550270087,0.9807112408656882,-0.0806934684891293,-0.04371432328735139,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/25/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.051147440512417354,0.48123292138736623,0.3756912005473885,-0.4319594802347196,-1.4659192649147048,0.722506105662001,0.3786647403051111,1.0086230216102634,-0.07946341197589622,-0.04153826167399316,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/26/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.11213596158516011,0.48123292138736623,1.0713860724097455,-0.13682665337838987,-1.5607755369844718,0.7294082179304248,0.3856638351075214,1.0511264925459036,-0.08674688044720363,-0.042277934484589615,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/27/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.11749441815723967,0.48123292138736623,0.17692123715814362,-0.13682665337838987,-1.170810862919874,0.7363103301988486,0.3926629299099317,1.0511264925459036,-0.08400331693712589,-0.04039889666182985,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/28/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.17463346142631148,0.48123292138736623,-0.5187736347042133,-0.13682665337838987,-0.41196068636173766,0.7432124424672724,0.39966202471234197,1.3668417540344369,-0.07949498347773835,-0.038654502626163684,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
2/29/16,1.1266893998058587,BCSE_KBS,Building,R1,February,Corn,Annual,-0.03484721003271559,0.48123292138736623,-0.22061868962034606,-0.010341156154248552,-1.170810862919874,0.7501145547356962,0.4066611195147522,1.2677996267751983,-0.08617920944335022,-0.04140935084575033,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/1/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.2155134644596593,0.48123292138736623,-0.22061868962034606,-0.010341156154248552,-1.9191214536924806,0.7570166670041201,0.4136602143171625,1.1507047922509832,-0.0882738630850785,-0.04136522321177948,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/2/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.18100033687334102,0.48123292138736623,1.8664659259667251,1.001542821638882,-1.9612797968345992,0.7639187792725438,0.4206593091195728,1.1751108282686542,-0.08631666098185785,-0.040073732925323,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/3/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.27373580376873635,0.48123292138736623,1.8664659259667251,0.622086329966458,-1.9823589684056588,0.7708208915409677,0.42765840392198307,1.172153456579613,-0.0845448836992123,-0.03877897242994453,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/4/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.170087671613071,0.48123292138736623,-0.3200036713149685,0.4112771679262225,-1.7188693237674166,0.7777230038093915,0.4346574987243933,1.1738839621724102,-0.08172146739057294,-0.03762479054525862,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/5/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.18089523565135693,0.48123292138736623,-0.3200036713149685,0.4112771679262225,-1.455379679129175,0.7846251160778153,0.4416565935268036,1.1698298444076418,-0.08228382514167734,-0.037934612560897266,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/6/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.1491674701757052,0.48123292138736623,-0.22061868962034606,0.5377626651503638,-1.328904649702819,0.7915272283462391,0.4486556883292139,1.191388290511206,-0.08243875651169272,-0.03845170930005556,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/7/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.17859127127412794,0.48123292138736623,-0.22061868962034606,0.4112771679262225,-0.3487231716485597,0.7984293406146629,0.4556547831316241,1.4821593120669962,-0.07609642680993171,-0.03730717655033679,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/8/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.17227568377717553,0.48123292138736623,-0.5187736347042133,0.4112771679262225,0.27311238969769097,0.8053314528830867,0.4626538779340344,1.375220110200284,-0.08226018501712734,-0.04112702280882553,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/9/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.12539266847965022,0.48123292138736623,-0.5187736347042133,-0.6006068098669081,0.3574290759819284,0.8122335651515106,0.4696529727364447,1.2373771855931195,-0.09664754941755746,-0.04422907839542983,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/10/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.08784354341741032,0.48123292138736623,-0.22061868962034606,-0.4741213126427667,-0.3487231716485597,0.8191356774199343,0.476652067538855,1.2820052965940563,-0.09185384038298254,-0.04134237212227566,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/11/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.08979469801207518,0.48123292138736623,-0.22061868962034606,-0.558444977458861,-0.6122128162868014,0.8260377896883582,0.4836511623412652,1.237545797539336,-0.08809390552457852,-0.0376673436341931,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/12/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.1604715126402185,0.48123292138736623,-0.5187736347042133,-0.558444977458861,-0.4541190295038564,0.832939901956782,0.4906502571436755,1.2500719428106333,-0.0848963284172789,-0.034016135186405755,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/13/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,0.029976244385931966,0.48123292138736623,-0.5187736347042133,-0.6849304746830023,-0.4225002721472673,0.8398420142252058,0.4976493519460858,1.263979198631855,-0.08459532109849661,-0.03551570765537492,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/14/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.042329608812815285,0.48123292138736623,0.7732311273258782,-0.13682665337838987,-0.38034192900514857,0.8467441264936296,0.5046484467484961,1.3509099477537079,-0.08435383761123616,-0.03687288473091714,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/15/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.000196307507703624,0.48123292138736623,0.972001090715123,-0.052502988562295655,-0.41196068636173766,0.8536462387620534,0.5116475415509064,1.2817356587997084,-0.07833022607075424,-0.03432252550132393,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/16/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.030477875458496576,0.48123292138736623,-0.3200036713149685,-0.052502988562295655,-0.21170855643667386,0.8605483510304772,0.5186466363533166,1.270993172955275,-0.07210047572434235,-0.03185747431434801,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/19/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,0.0030065427979041846,0.48123292138736623,-0.5187736347042133,-0.052502988562295655,-1.1813504487054036,0.8812546878357487,0.5396439207605475,1.2062346386191556,-0.08052991270885465,-0.030949405930748037,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/20/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,0.014525342245751261,0.48123292138736623,-0.5187736347042133,-0.052502988562295655,-1.2867463065607003,0.8881568001041725,0.5466430155629577,1.1983844644535049,-0.07781237643688096,-0.02837454032071524,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/21/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,0.06269934885728999,0.48123292138736623,-0.5187736347042133,-0.6006068098669081,-1.1602712771343442,0.8950589123725963,0.553642110365368,1.1729201860624405,-0.0753698202455855,-0.025566197942838036,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/22/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.10998600862549078,0.48123292138736623,-0.5187736347042133,-0.6849304746830023,-0.5173565442170344,0.9019610246410201,0.5606412051677783,1.1621126460960658,-0.0873185556415346,-0.025413628566098495,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/23/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.07689436280960664,0.48123292138736623,-0.5187736347042133,-0.6849304746830023,-0.8230045319973949,0.9088631369094439,0.5676402999701886,1.1740476985924717,-0.08475002145752294,-0.021983058288165973,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/24/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,0.04826774238904927,0.48123292138736623,-0.4193886530095909,-0.7692541394990965,-0.9284003898526916,0.9157652491778677,0.5746393947725988,1.1832056737662127,-0.08348939449006704,-0.024265341132061986,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/25/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.10201880970722416,0.48123292138736623,0.8726161090205006,-0.22115031819448408,-1.1918900344909333,0.9226673614462916,0.5816384895750091,1.1979177918086485,-0.07824683110369333,-0.02250059912977048,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/26/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.1089033194267183,0.48123292138736623,0.7732311273258782,-0.22115031819448408,-0.8651628751395135,0.9295694737147153,0.5886375843774194,1.2098528384167373,-0.08723777879901666,-0.023472295282023912,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/27/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.14849668264429072,0.48123292138736623,-0.5187736347042133,-0.22115031819448408,-0.3171044142919706,0.9364715859831392,0.5956366791798297,1.221787890913143,-0.08025832078934964,-0.02112262998515685,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/28/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.02023646528950543,0.48123292138736623,-0.02184872623110121,-0.010341156154248552,-0.812464946211865,0.943373698251563,0.6026357739822399,1.2337229375212313,-0.07416340385690241,-0.019694033161677976,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/29/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.05960394102189708,0.48123292138736623,0.4750761822420109,0.20046800588598698,-0.8019253604263354,0.9502758105199868,0.6096348687846502,1.2456579841293205,-0.08968380015514846,-0.02464585618254349,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/30/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.08599443315750611,0.48123292138736623,-0.02184872623110121,0.20046800588598698,-0.40142110057620806,0.9571779227884106,0.6166339635870605,1.2575930366257255,-0.0847976097212751,-0.02133608176997333,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
3/31/16,1.1266893998058587,BCSE_KBS,Building,R1,March,Corn,Annual,-0.03420170953052892,0.48123292138736623,-0.4193886530095909,0.20046800588598698,0.12555818870027555,0.9640800350568344,0.6236330583894707,1.4158937278652302,-0.07221575020789753,-0.022033766712930464,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
4/1/16,1.1266893998058587,BCSE_KBS,Building,R1,April,Corn,Annual,-0.05994732394512386,0.48123292138736623,2.760930761218327,1.001542821638882,-0.7386878457131574,0.9709821473252582,0.630632153191881,1.3639128346912703,-0.07637055985031671,-0.02612657448402459,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
4/2/16,1.1266893998058587,BCSE_KBS,Building,R1,April,Corn,Annual,-0.0852994719349505,0.48123292138736623,2.8603157429129493,1.085866486454976,-1.265667134989641,0.9778842595936821,0.6376312479942913,1.3362081401536614,-0.06847090806744723,-0.026204252039157324,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
4/3/16,1.1266893998058587,BCSE_KBS,Building,R1,April,Corn,Annual,-0.2275869747257379,0.48123292138736623,0.07753625546352122,1.2545138160871645,-1.0337962477079883,0.9847863718621058,0.6446303427967016,1.2757515922701397,-0.060687762826741425,-0.025326261503048928,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
4/4/16,1.1266893998058587,BCSE_KBS,Building,R1,April,Corn,Annual,-0.13342289571053367,0.48123292138736623,-0.12123370792572363,1.043704654046929,-1.3078254781317598,0.9916884841305297,0.6516294375991118,1.1518869248059176,-0.05912566651852527,-0.026611090252812674,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
4/5/16,1.1266893998058587,BCSE_KBS,Building,R1,April,Corn,Annual,-0.157012723182599,0.48123292138736623,-0.4193886530095909,0.8750573244147406,-1.3710629928449376,0.9985905963989535,0.6586285324015221,1.0674934159827592,-0.06506095485751226,-0.027469419162439966,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
4/6/16,1.1266893998058587,BCSE_KBS,Building,R1,April,Corn,Annual,-0.08013269780871043,0.48123292138736623,-0.4193886530095909,0.8750573244147406,-0.8230045319973949,1.0054927086673775,0.6656276272039324,1.1391030066982477,-0.05688794007088817,-0.027231783980781167,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
4/7/16,1.1266893998058587,BCSE_KBS,Building,R1,April,Corn,Annual,-0.07144743599036422,0.48123292138736623,1.0713860724097455,1.5074848105354473,-1.0970337624211661,1.0123948209358011,0.6726267220063427,1.2888422327901863,-0.050446814669460396,-0.02650321373133928,-0.9041824821699671,0.7967675133141048,-0.6422421514891823,1
